index;budget;genres;original_title;popularity;revenue;runtime;title;vote_average;profit
2800;0;Drama Romance;Oscar and Lucinda;1,39E+16;0;1320;Oscar and Lucinda;62;0
2801;12500000;Crime Drama;The Funeral;2950618;1227324;990;The Funeral;73;-11272676
2802;15000000;Comedy Drama Romance;Solitary Man;7497306;5024782;900;Solitary Man;58;-9975218
2803;20000000;Action Comedy Thriller;Machete;2,64E+16;31327899;1050;Machete;63;11327899
2804;12500000;Crime Comedy Drama;Casino Jack;6546037;1083683;1080;Casino Jack;60;-11416317
2805;12300000;Animation Adventure Family;The Land Before Time;2,87E+16;84460846;690;The Land Before Time;70;72160846
2806;0;Action Adventure Drama History War;태극기 휘날리며;9,57E+15;15;1400;Tae Guk Gi: The Brotherhood of War;74;15
2807;12500000;Drama Family;The Perfect Game;9,04E+15;3878993;1180;The Perfect Game;63;-8621007
2808;8000000;Drama Horror Thriller;The Exorcist;47584643;441306145;1220;The Exorcist;75;433306145
2809;7000000;Horror Thriller Adventure;Jaws;50152327;470654000;1240;Jaws;75;463654000
2810;11000000;Comedy Romance;American Pie;6,08E+15;235483004;950;American Pie;64;224483004
2811;12516654;Animation Comedy Drama Family;Ernest et Célestine;11103202;8109160;780;Ernest & Celestine;76;-4407494
2812;25000000;Action Adventure Comedy;The Golden Child;1,53E+16;79817939;940;The Golden Child;56;54817939
2813;12000000;Comedy Romance;Think Like a Man;6035152;96070507;1220;Think Like a Man;69;84070507
2814;12000000;Comedy Drama;Barbershop;10297189;75781642;1020;Barbershop;62;63781642
2815;12000000;Action Adventure Science Fiction Thriller;Star Trek II: The Wrath of Khan;22434102;96800000;1130;Star Trek II: The Wrath of Khan;73;84800000
2816;15000000;Comedy Mystery;Ace Ventura: Pet Detective;41249004;107217396;860;Ace Ventura: Pet Detective;64;92217396
2817;12000000;Thriller Science Fiction;WarGames;2,32E+16;79567667;1140;WarGames;70;67567667
2818;12000000;Crime Drama Romance Thriller;Witness;19195399;68706993;1130;Witness;70;56706993
2819;12000000;Action Thriller War;Act of Valor;2,20E+16;81272766;1100;Act of Valor;63;69272766
2820;12000000;Music Drama Romance Crime;Step Up;4,55E+16;114194847;1040;Step Up;67;102194847
2821;12000000;Animation Comedy;Beavis and Butt-Head Do America;1260629;0;810;Beavis and Butt-Head Do America;65;-12000000
2822;12000000;Comedy Crime Romance;Jackie Brown;4,06E+16;39673162;1540;Jackie Brown;73;27673162
2823;12000000;Comedy Adventure;Harold & Kumar Escape from Guantanamo Bay;2,62E+16;43493123;1070;Harold & Kumar Escape from Guantanamo Bay;62;31493123
2824;15000000;Science Fiction Drama Thriller;Chronicle;64504747;145000000;840;Chronicle;66;130000000
2825;12000000;Music Drama Romance;Yentl;3389249;30400000;1320;Yentl;62;18400000
2826;5000000;Family Fantasy Science Fiction Adventure Comedy;Time Bandits;14779537;42365581;1160;Time Bandits;66;37365581
2827;12000000;Action Adventure Comedy Drama Family;Crossroads;6,70E+16;61141030;930;Crossroads;47;49141030
2828;12000000;Comedy Crime;Project X;49070321;100000000;880;Project X;65;88000000
2829;12000000;Drama History War;Patton;21933822;89800000;1720;Patton;73;77800000
2830;12000000;Horror Thriller;One Hour Photo;20624896;52223306;960;One Hour Photo;66;40223306
2831;12000000;Horror Science Fiction Thriller;Quarantine;8083995;40855419;890;Quarantine;55;28855419
2832;12000000;Drama Horror Thriller;The Eye;11135734;56309766;980;The Eye;55;44309766
2833;12000000;Comedy Family;Johnson Family Vacation;4623609;31179516;970;Johnson Family Vacation;47;19179516
2834;12000000;Comedy;How High;1,15E+16;31155435;930;How High;63;19155435
2835;0;Comedy Family Fantasy Drama;The Muppet Christmas Carol;15085981;27281507;850;The Muppet Christmas Carol;72;27281507
2836;12000000;Drama Romance;Frida;18422327;56298474;1230;Frida;73;44298474
2837;12000000;Documentary Music;Katy Perry: Part of Me;8410688;32726956;930;Katy Perry: Part of Me;65;20726956
2838;12000000;Romance Drama;The Fault in Our Stars;74358971;307166834;1250;The Fault in Our Stars;76;295166834
2839;12000000;Drama Crime;Rounders;1,84E+16;22921898;1210;Rounders;69;10921898
2840;0;Drama Comedy;Top Five;15896312;25434291;1020;Top Five;63;25434291
2841;12000000;Horror Science Fiction;Prophecy;8,62E+15;54000000;1020;Prophecy;54;42000000
2842;12000000;Horror Mystery Thriller;Stir of Echoes;6044161;21133087;990;Stir of Echoes;65;9133087
2843;12000000;Drama;Philomena;2,90E+16;100129872;980;Philomena;74;88129872
2844;0;Comedy Drama;The Upside of Anger;62464;0;1180;The Upside of Anger;64;0
2845;0;Horror Drama Thriller Science Fiction;The Boys from Brazil;5315213;0;1250;The Boys from Brazil;66;0
2846;12000000;Fantasy Romance Family Comedy;Aquamarine;16931846;23006849;1040;Aquamarine;58;11006849
2847;12000000;Drama Mystery Romance;Paper Towns;64610671;85512300;1090;Paper Towns;61;73512300
2848;0;Comedy;My Baby's Daddy;4480167;51;860;My Baby's Daddy;43;51
2849;12000000;Drama Adventure;Nebraska;29223881;17654912;1150;Nebraska;74;5654912
2850;0;Horror Comedy Thriller;Tales from the Crypt: Demon Knight;7710797;0;920;Tales from the Crypt: Demon Knight;67;0
2851;12000000;Comedy Family Fantasy Science Fiction;Max Keeble's Big Move;1,08E+16;17292381;860;Max Keeble's Big Move;54;5292381
2852;12000000;Comedy Drama;Young Adult;16183746;22939027;940;Young Adult;56;10939027
2853;12000000;Action Thriller Crime;Crank;4,80E+16;42931041;880;Crank;66;30931041
2854;0;Comedy Romance;How to Be a Player;120245;13960203;930;Def Jam's How to Be a Player;53;13960203
2855;12000000;Comedy Drama Romance;Living Out Loud;700792;12902790;1000;Living Out Loud;53;902790
2856;0;Comedy Drama Romance;Just Wright;10409253;21520719;1000;Just Wright;61;21520719
2857;0;Drama;Rachel Getting Married;14345428;0;1130;Rachel Getting Married;61;0
2858;12000000;Romance Crime Drama;The Postman Always Rings Twice;6,80E+15;0;1220;The Postman Always Rings Twice;64;-12000000
2859;0;Drama Romance;Girl with a Pearl Earring;19944479;31466789;1010;Girl with a Pearl Earring;64;31466789
2860;14000000;Action Drama History War Adventure;Das Boot;26967494;85000000;1490;Das Boot;79;71000000
2861;12000000;Comedy;Sorority Boys;3,44E+16;0;930;Sorority Boys;46;-12000000
2862;0;Comedy Drama Science Fiction;About Time;7,48E+15;87100449;1230;About Time;78;87100449
2863;0;Adventure Drama Action Romance;十面埋伏;21064082;92863945;1190;House of Flying Daggers;71;92863945
2864;12000000;Drama Thriller;Arbitrage;1640512;35485056;1000;Arbitrage;61;23485056
2865;12000000;Science Fiction Thriller;Project Almanac;32940597;32248241;1060;Project Almanac;64;20248241
2866;12000000;Drama History Music;Cadillac Records;13427427;0;1090;Cadillac Records;69;-12000000
2867;0;Action Comedy;Screwed;5359381;0;810;Screwed;49;0
2868;8000000;Action Thriller Science Fiction;Fortress;8708229;6739141;950;Fortress;57;-1260859
2869;12000000;Comedy Drama;For Your Consideration;4,33E+16;5542025;860;For Your Consideration;59;-6457975
2870;0;Drama Comedy;Celebrity;7594593;0;1130;Celebrity;60;0
2871;12000000;Drama Comedy;Running with Scissors;4,77E+15;6754898;1160;Running with Scissors;58;-5245102
2872;12000000;Comedy Romance;From Justin to Kelly;1623338;4922166;900;From Justin to Kelly;30;-7077834
2873;12000000;Comedy;Girl 6;2993939;4939939;1080;Girl 6;57;-7060061
2874;12000000;Mystery Thriller;In the Cut;10536092;23;1190;In the Cut;46;-11999977
2875;12000000;Drama Romance;Two Lovers;8290636;3148182;1100;Two Lovers;66;-8851818
2876;0;Comedy Drama;Last Orders;3,60E+16;0;1090;Last Orders;60;0
2877;11000000;Horror Drama Science Fiction;괴물;2765527;88489643;1190;The Host;67;77489643
2878;0;Adventure Crime Thriller;The Pursuit of D.B. Cooper;1379643;0;1000;The Pursuit of D.B. Cooper;68;0
2879;12000000;Comedy Horror Thriller Western;Ravenous;9164386;0;1000;Ravenous;69;-12000000
2880;12000000;Comedy Drama;Charlie Bartlett;9779444;0;970;Charlie Bartlett;65;-12000000
2881;12400000;Comedy Drama;La grande bellezza;32523573;8371085;1420;The Great Beauty;73;-4028915
2882;0;Comedy Drama;The Dangerous Lives of Altar Boys;2,25E+16;0;1040;The Dangerous Lives of Altar Boys;64;0
2883;12000000;Drama Horror Thriller;Stoker;27322212;12077441;990;Stoker;65;77441
2884;12000000;Fantasy Drama Science Fiction Romance;2046;1,27E+16;19271312;1290;2046;69;7271312
2885;12000000;Crime Drama Romance;Married Life;3004432;0;900;Married Life;61;-12000000
2886;12000000;Adventure Drama Family;Duma;4795244;0;1000;Duma;69;-12000000
2887;12000000;Drama Romance;Ondine;5841285;1644755;1110;Ondine;65;-10355245
2888;12000000;Crime Drama Thriller;Brother;5327714;15250000;1140;Brother;68;3250000
2889;1200000;Comedy;Welcome to Collinwood;3582733;0;860;Welcome to Collinwood;62;-1200000
2890;0;Comedy Drama;Critical Care;2678715;0;1070;Critical Care;61;0
2891;8000000;Thriller Drama Mystery;The Life Before Her Eyes;9728143;0;900;The Life Before Her Eyes;61;-8000000
2892;0;Drama Romance;Darling Companion;2303865;0;1030;Darling Companion;53;0
2893;12000000;Drama Thriller;Trade;11237374;0;1200;Trade;68;-12000000
2894;0;War Drama;Sorstalanság;1906807;0;1400;Fateless;65;0
2895;12000000;Comedy;Breakfast of Champions;2695896;0;1100;Breakfast of Champions;52;-12000000
2896;0;Comedy Drama Thriller;三枪拍案惊奇;1416796;0;950;A Woman, a Gun and a Noodle Shop;48;0
2897;7500000;Thriller Science Fiction Mystery;Cypher;1,16E+16;0;950;Cypher;67;-7500000
2898;12000000;Drama History War;南京!南京!;4793348;10652498;1320;City of Life and Death;76;-1347502
2899;19000000;Animation Family Action Adventure Comedy;兔侠传奇;7,39E+15;2570000;890;Legend of a Rabbit;30;-16430000
2900;12000000;Science Fiction;Space Battleship Yamato;5158067;11212294;1310;Space Battleship Yamato;63;-787706
2901;20000000;War Drama;5 Days of War;5727602;17479;1130;5 Days of War;58;-19982521
2902;12000000;Horror;Triangle;2,55E+16;0;990;Triangle;69;-12000000
2903;1200000;Drama;10 Days in a Madhouse;489271;0;1110;10 Days in a Madhouse;43;-1200000
2904;12000000;Drama;Heaven is for Real;11150261;101332962;990;Heaven is for Real;60;89332962
2905;10000000;Thriller Crime;Snatch;53595686;83557872;1030;Snatch;77;73557872
2906;0;Drama Romance;Dancin' It's On;1,86E+16;0;890;Dancin' It's On;43;0
2907;11500000;Drama Horror;Pet Sematary;20747994;57469467;1030;Pet Sematary;64;45969467
2908;0;Drama;まあだだよ;2930853;0;1340;Madadayo;75;0
2909;11500000;Drama;The Cry of the Owl;475919;0;1010;The Cry of the Owl;55;-11500000
2910;0;Drama History Romance;三城记;753362;0;1300;A Tale of Three Cities;63;0
2911;11000000;Fantasy Horror Comedy;Gremlins;45072136;153083102;1060;Gremlins;69;142083102
2912;11000000;Adventure Action Science Fiction;Star Wars;126393695;775398007;1210;Star Wars;81;764398007
2913;11500000;Comedy;Dirty Grandpa;56805781;94073028;1020;Dirty Grandpa;57;82573028
2914;11000000;Drama Romance War;Doctor Zhivago;12854853;111858363;1970;Doctor Zhivago;74;100858363
2915;0;Adventure Crime Drama Thriller;Trash;1,46E+16;0;1120;Trash;71;0
2916;0;Comedy Drama Family Music Romance;High School Musical 3: Senior Year;21801188;0;1160;High School Musical 3: Senior Year;62;0
2917;25000000;Drama;The Fighter;31019381;93617009;1160;The Fighter;72;68617009
2918;11000000;Action Comedy Documentary;Jackass Number Two;11227087;72778712;950;Jackass Number Two;64;61778712
2919;11000000;Comedy Drama;My Cousin Vinny;19231507;64088552;1200;My Cousin Vinny;73;53088552
2920;11000000;Drama;If I Stay;31162838;78874843;1060;If I Stay;73;67874843
2921;12000000;Action Comedy Crime;Drive Hard;394487;0;960;Drive Hard;39;-12000000
2922;11000000;Comedy;Major League;7,56E+15;49797148;1070;Major League;66;38797148
2923;0;Comedy Family Science Fiction;St. Trinian's;7,38E+15;0;1010;St. Trinian's;56;0
2924;13000000;Thriller Drama;Phone Booth;38018085;97837138;810;Phone Booth;67;84837138
2925;11000000;Drama Romance;A Walk to Remember;3,33E+16;41227069;1010;A Walk to Remember;75;30227069
2926;11000000;Drama;Dead Man Walking;1,59E+16;39363635;1220;Dead Man Walking;73;28363635
2927;10500000;Drama Romance Thriller;Cruel Intentions;23449703;75902208;970;Cruel Intentions;66;65402208
2928;11000000;Horror Mystery;Saw VI;31900899;68233629;900;Saw VI;60;57233629
2929;11000000;Comedy;History of the World: Part I;1,43E+16;31672907;920;History of the World: Part I;65;20672907
2930;11000000;Adventure;The Secret Life of Bees;7645979;38105395;1140;The Secret Life of Bees;74;27105395
2931;11000000;Action Comedy Crime;Corky Romano;3,50E+16;23978402;860;Corky Romano;41;12978402
2932;12000000;Drama Horror Thriller Crime;Raising Cain;7558959;37170057;910;Raising Cain;59;25170057
2933;11;Drama Action;F.I.S.T.;3375208;11;1450;F.I.S.T.;64;0
2934;12000000;Science Fiction;Invaders from Mars;4234269;4884663;1000;Invaders from Mars;55;-7115337
2935;11000000;Drama Romance;Brooklyn;39337949;62076141;1110;Brooklyn;72;51076141
2936;11000000;Drama Romance War;Barry Lyndon;29543331;20000000;1840;Barry Lyndon;77;9000000
2937;24000000;Comedy;Out Cold;412064;14782676;890;Out Cold;58;-9217324
2938;24000000;Comedy;The Ladies Man;2259537;13700000;840;The Ladies Man;57;-10300000
2939;11000000;Drama Comedy Romance;Quartet;7,72E+16;59520298;980;Quartet;63;48520298
2940;11000000;Comedy Romance;Tomcats;7063053;23430766;950;Tomcats;49;12430766
2941;11000000;Drama Thriller Crime;Frailty;1,60E+16;13110448;1000;Frailty;70;2110448
2942;11000000;Drama;Woman in Gold;21204929;61619773;1200;Woman in Gold;73;50619773
2943;0;Drama;Kinsey;6799314;0;1180;Kinsey;66;0
2944;11000000;Fantasy Horror Comedy;Army of Darkness;33758281;0;810;Army of Darkness;73;-11000000
2945;14000000;Comedy Romance;Slackers;9371811;6413915;860;Slackers;54;-7586085
2946;11000000;Romance Drama;What's Eating Gilbert Grape;33282794;30000000;1180;What's Eating Gilbert Grape;75;19000000
2947;10000000;Drama History;The Visual Bible: The Gospel of John;3,21E+16;4069090;1250;The Visual Bible: The Gospel of John;82;-5930910
2948;11000000;Crime Drama;Vera Drake;4131918;0;1250;Vera Drake;68;-11000000
2949;0;Comedy Romance;The Guru;4,09E+15;0;910;The Guru;51;0
2950;11000000;Comedy Drama Romance;The Perez Family;1187671;2832826;1130;The Perez Family;66;-8167174
2951;11000000;Drama Music;Inside Llewyn Davis;36319205;32935319;1050;Inside Llewyn Davis;72;21935319
2952;0;Drama Romance Thriller;O;4,15E+15;16017403;950;O;58;16017403
2953;11000000;Drama Adventure Romance;Return to the Blue Lagoon;9705589;2807854;980;Return to the Blue Lagoon;51;-8192146
2954;11000000;Drama History;The Molly Maguires;1,40E+16;2200000;1240;The Molly Maguires;59;-8800000
2955;0;Comedy Music Romance;Romance & Cigarettes;4056774;2945242;1050;Romance & Cigarettes;60;2945242
2956;11000000;Drama;Copying Beethoven;5062687;0;1040;Copying Beethoven;62;-11000000
2957;0;Drama Thriller Crime;Brighton Rock;3,12E+16;0;1110;Brighton Rock;56;0
2958;10800000;Horror Thriller Crime;Saw V;3,29E+16;113857533;920;Saw V;59;103057533
2959;0;Drama Action Thriller Crime Foreign;Gli intoccabili;700127;0;1160;Machine Gun McCain;73;0
2960;11000000;Drama Comedy Romance;LOL;3,18E+16;0;970;LOL;59;-11000000
2961;0;Crime Drama Mystery Thriller;Jindabyne;8950864;0;1230;Jindabyne;57;0
2962;7400000;Drama Romance;कभी अलविदा ना कहना;3246903;17000000;1930;Kabhi Alvida Naa Kehna;61;9600000
2963;14000000;Drama Comedy Romance;An Ideal Husband;4519523;18535191;970;An Ideal Husband;63;4535191
2964;0;Science Fiction Thriller Horror;The Last Days on Mars;18764453;0;980;The Last Days on Mars;52;0
2965;0;Horror;Darkness;6340135;0;1020;Darkness;56;0
2966;10500000;Science Fiction Mystery Adventure;2001: A Space Odyssey;86201184;68700000;1490;2001: A Space Odyssey;79;58200000
2967;10500000;Science Fiction Adventure Family Fantasy;E.T. the Extra-Terrestrial;56105798;792910554;1150;E.T. the Extra-Terrestrial;73;782410554
2968;10000000;Romance Comedy Drama;In the Land of Women;12792446;17500000;970;In the Land of Women;58;7500000
2969;0;Adventure Drama Family;The Blue Butterfly;1985552;0;970;The Blue Butterfly;68;0
2970;10500000;Drama Comedy;There Goes My Baby;37073;123509;990;There Goes My Baby;85;-10376491
2971;0;Drama Comedy Romance Foreign;Housefull;1,21E+16;0;1350;Housefull;52;0
2972;11000000;Drama Action History Western Romance;September Dawn;3,65E+16;0;1100;September Dawn;50;-11000000
2973;12000000;History Drama;For Greater Glory - The True Story of Cristiada;5759545;9622846;1450;For Greater Glory - The True Story of Cristiada;64;-2377154
2974;11000000;Comedy Drama Music;La Famille Bélier;25302978;0;1050;The Bélier Family;70;-11000000
2975;10000000;Drama;Good Will Hunting;4,37E+16;225933435;1260;Good Will Hunting;79;215933435
2976;11000000;Drama Thriller;Misconduct;10016909;0;1060;Misconduct;53;-11000000
2977;10000000;Horror Thriller Crime;Saw III;33124871;163876815;1080;Saw III;61;153876815
2978;10000000;Action Comedy;Stripes;10892398;85300000;1060;Stripes;65;75300000
2979;28000000;Comedy;Bring It On;14754281;90449929;980;Bring It On;58;62449929
2980;10000000;Action Horror Thriller;The Purge: Election Year;53727146;118587880;1050;The Purge: Election Year;61;108587880
2981;10000000;Comedy Romance;She's All That;89876;103166989;950;She's All That;57;93166989
2982;10000000;Horror Thriller Crime;Saw IV;29244768;139352633;930;Saw IV;59;129352633
2983;10000000;Drama Horror Thriller;White Noise;1,44E+16;91196419;1010;White Noise;56;81196419
2984;6000000;Drama Comedy Romance;Madea's Family Reunion;5882208;57231524;1100;Madea's Family Reunion;60;51231524
2985;13800000;Drama;The Color of Money;173393;52293982;1190;The Color of Money;67;38493982
2986;10000000;Action Drama History War;The Longest Day;19524972;50100000;1780;The Longest Day;72;40100000
2987;10000000;Comedy Family;The Mighty Ducks;8932837;50752337;1010;The Mighty Ducks;64;40752337
2988;10000000;Horror Mystery Thriller;The Grudge;35695442;183474602;920;The Grudge;58;173474602
2989;12000000;Comedy;Happy Gilmore;26598884;41205099;920;Happy Gilmore;65;29205099
2990;10000000;Horror Thriller;Jeepers Creepers;23316208;59217789;900;Jeepers Creepers;61;49217789
2991;10000000;Adventure Comedy Science Fiction;Bill & Ted's Excellent Adventure;25929893;40485039;900;Bill & Ted's Excellent Adventure;67;30485039
2992;10000000;Drama Family Music;Oliver!;8,31E+15;37402877;1530;Oliver!;70;27402877
2993;10000000;Drama Comedy;The Best Exotic Marigold Hotel;21258991;136836156;1240;The Best Exotic Marigold Hotel;69;126836156
2994;10000000;Science Fiction Animation Comedy Family;Recess: School's Out;5699058;44460850;830;Recess: School's Out;66;34460850
